Tools,Port 8: NDI 8700340  s/n:34802401,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error
1,8,14987,1,OK,0.1593155,0.3901482,-0.2062533,0.8830982,53.313,-89.604,-1888.982,0.1144011
1,8,14990,1,OK,0.1588998,0.3903776,-0.2065346,0.8830060,53.223,-89.552,-1888.880,0.1109014
1,8,14993,1,OK,0.1586773,0.3900391,-0.2065602,0.8831896,53.323,-89.572,-1888.954,0.1054745
1,8,14996,1,OK,0.1591197,0.3906061,-0.2065062,0.8828720,53.120,-89.510,-1888.736,0.1278291
1,8,14999,1,OK,0.1582569,0.3903786,-0.2068775,0.8830408,53.136,-89.481,-1888.747,0.1087782
1,8,15002,1,OK,0.1585495,0.3902313,-0.2066833,0.8830989,53.182,-89.524,-1888.812,0.1238053
1,8,15005,1,OK,0.1582401,0.3904138,-0.2069387,0.8830139,53.155,-89.458,-1888.732,0.1122165
1,8,15008,1,OK,0.1590880,0.3903830,-0.2064528,0.8829889,53.233,-89.546,-1888.882,0.1128119
1,8,15011,1,OK,0.1584179,0.3902398,-0.2067637,0.8830999,53.255,-89.527,-1888.874,0.1081249
1,8,15014,1,OK,0.1586972,0.3905127,-0.2067081,0.8829421,53.155,-89.493,-1888.770,0.1228118
1,8,15017,1,OK,0.1588361,0.3904097,-0.2065843,0.8829917,53.169,-89.532,-1888.801,0.1230413
1,8,15020,1,OK,0.1592448,0.3904026,-0.2063138,0.8829844,53.173,-89.574,-1888.850,0.1189763
1,8,15023,1,OK,0.1591953,0.3905840,-0.2064523,0.8828808,53.124,-89.516,-1888.763,0.1265533
1,8,15026,1,OK,0.1588653,0.3904514,-0.2066165,0.8829604,53.212,-89.506,-1888.841,0.1201882
1,8,15029,1,OK,0.1580751,0.3903139,-0.2069205,0.8830919,53.195,-89.495,-1888.817,0.0992602
1,8,15032,1,OK,0.1590045,0.3901391,-0.2063879,0.8831269,53.294,-89.597,-1888.970,0.1135611
1,8,15035,1,OK,0.1586353,0.3903266,-0.2066831,0.8830414,53.166,-89.515,-1888.838,0.1083887
1,8,15038,1,OK,0.1592224,0.3903506,-0.2063848,0.8829949,53.194,-89.560,-1888.849,0.1317897
1,8,15041,1,OK,0.1583473,0.3903266,-0.2068314,0.8830584,53.159,-89.504,-1888.847,0.1229476
1,8,15044,1,OK,0.1587198,0.3904170,-0.2066953,0.8829834,53.164,-89.495,-1888.793,0.1098822
1,8,15047,1,OK,0.1592736,0.3905451,-0.2063820,0.8829003,53.210,-89.548,-1888.849,0.1405446
1,8,15050,1,OK,0.1589838,0.3904794,-0.2065199,0.8829493,53.184,-89.528,-1888.820,0.1187067
1,8,15053,1,OK,0.1587299,0.3904462,-0.2066750,0.8829734,53.197,-89.507,-1888.814,0.1207568
1,8,15056,1,OK,0.1589593,0.3905208,-0.2065476,0.8829290,53.110,-89.525,-1888.789,0.1199372
1,8,15059,1,OK,0.1592790,0.3905987,-0.2064182,0.8828672,53.112,-89.520,-1888.752,0.1334587
1,8,15062,1,OK,0.1588784,0.3905588,-0.2066074,0.8829127,53.134,-89.509,-1888.782,0.1320949
1,8,15065,1,OK,0.1587581,0.3902535,-0.2065569,0.8830811,53.233,-89.544,-1888.857,0.1098498
1,8,15068,1,OK,0.1592661,0.3905785,-0.2064361,0.8828742,53.186,-89.520,-1888.802,0.1260403
1,8,15071,1,OK,0.1587266,0.3904008,-0.2066734,0.8829945,53.196,-89.506,-1888.815,0.1239564
1,8,15074,1,OK,0.1588606,0.3903819,-0.2066103,0.8829934,53.185,-89.519,-1888.813,0.1198335
1,8,15077,1,OK,0.1587308,0.3903796,-0.2066336,0.8830124,53.123,-89.518,-1888.769,0.1257003
1,8,15080,1,OK,0.1591790,0.3905393,-0.2064027,0.8829151,53.137,-89.544,-1888.777,0.1248364
1,8,15083,1,OK,0.1588763,0.3904857,-0.2065848,0.8829507,53.163,-89.513,-1888.794,0.1275097
1,8,15086,1,OK,0.1591951,0.3905801,-0.2064533,0.8828823,53.175,-89.515,-1888.815,0.1257333
1,8,15089,1,OK,0.1595201,0.3906334,-0.2062756,0.8828416,53.176,-89.550,-1888.829,0.1329879
1,8,15092,1,OK,0.1580488,0.3903404,-0.2070254,0.8830602,53.157,-89.449,-1888.744,0.1095853
1,8,15095,1,OK,0.1587021,0.3901618,-0.2065568,0.8831317,53.218,-89.571,-1888.869,0.1147761
1,8,15098,1,OK,0.1583767,0.3903756,-0.2068694,0.8830225,53.132,-89.481,-1888.784,0.1128606
1,8,15101,1,OK,0.1587688,0.3904139,-0.2066506,0.8829864,53.193,-89.517,-1888.835,0.1160200
1,8,15104,1,OK,0.1583151,0.3903655,-0.2068810,0.8830353,53.190,-89.482,-1888.809,0.1093206
1,8,15107,1,OK,0.1589130,0.3903545,-0.2065432,0.8830119,53.243,-89.531,-1888.869,0.1405487
1,8,15110,1,OK,0.1583533,0.3902314,-0.2067924,0.8831085,53.240,-89.506,-1888.812,0.1207655
1,8,15113,1,OK,0.1587369,0.3904685,-0.2066611,0.8829655,53.120,-89.497,-1888.753,0.1212976
1,8,15116,1,OK,0.1588975,0.3904959,-0.2065886,0.8829415,53.127,-89.515,-1888.768,0.1228248
1,8,15119,1,OK,0.1583634,0.3902195,-0.2067825,0.8831142,53.195,-89.526,-1888.795,0.1133151
1,8,15122,1,OK,0.1588311,0.3905337,-0.2066134,0.8829309,53.158,-89.523,-1888.783,0.1206680
1,8,15125,1,OK,0.1589174,0.3903242,-0.2065359,0.8830262,53.237,-89.539,-1888.866,0.1149894
1,8,15128,1,OK,0.1590799,0.3905390,-0.2064551,0.8829208,53.174,-89.535,-1888.795,0.1332429
1,8,15131,1,OK,0.1582139,0.3902473,-0.2068949,0.8831024,53.197,-89.486,-1888.818,0.1044570
1,8,15134,1,OK,0.1589087,0.3903486,-0.2065067,0.8830238,53.146,-89.539,-1888.828,0.1248777
1,8,15137,1,OK,0.1592664,0.3906233,-0.2063564,0.8828730,53.102,-89.555,-1888.767,0.1265730
1,8,15140,1,OK,0.1586099,0.3905789,-0.2067653,0.8829151,53.117,-89.486,-1888.729,0.1202120
1,8,15143,1,OK,0.1590895,0.3905350,-0.2064911,0.8829124,53.182,-89.533,-1888.854,0.1383466
1,8,15146,1,OK,0.1588663,0.3905533,-0.2066423,0.8829092,53.174,-89.495,-1888.769,0.1175879
1,8,15149,1,OK,0.1585870,0.3904970,-0.2067355,0.8829625,53.157,-89.494,-1888.781,0.1202178
1,8,15152,1,OK,0.1593952,0.3903072,-0.2062491,0.8830146,53.212,-89.583,-1888.891,0.1257392
1,8,15155,1,OK,0.1589289,0.3905169,-0.2065366,0.8829387,53.106,-89.521,-1888.774,0.1169695
1,8,15158,1,OK,0.1592627,0.3902589,-0.2062846,0.8830516,53.242,-89.602,-1888.919,0.1253799
1,8,15161,1,OK,0.1587325,0.3904500,-0.2066819,0.8829696,53.174,-89.500,-1888.773,0.1342591
1,8,15164,1,OK,0.1585838,0.3904371,-0.2067489,0.8829864,53.224,-89.505,-1888.818,0.1171006
1,8,15167,1,OK,0.1587231,0.3904268,-0.2066264,0.8829946,53.173,-89.515,-1888.831,0.1147243
1,8,15170,1,OK,0.1592251,0.3906188,-0.2064229,0.8828669,53.125,-89.525,-1888.799,0.1499136
1,8,15173,1,OK,0.1586075,0.3903824,-0.2066800,0.8830224,53.136,-89.504,-1888.761,0.1252521
1,8,15176,1,OK,0.1583828,0.3904299,-0.2068275,0.8830072,53.119,-89.484,-1888.734,0.1060754
1,8,15179,1,OK,0.1590724,0.3903745,-0.2064447,0.8829974,53.219,-89.558,-1888.878,0.1215369
1,8,15182,1,OK,0.1587302,0.3904277,-0.2066515,0.8829871,53.186,-89.522,-1888.803,0.1146956
1,8,15185,1,OK,0.1586146,0.3907096,-0.2067862,0.8828515,53.122,-89.470,-1888.670,0.1455582
1,8,15188,1,OK,0.1582764,0.3904607,-0.2069697,0.8829793,53.101,-89.433,-1888.705,0.1259070
1,8,15191,1,OK,0.1593400,0.3905479,-0.2062949,0.8829075,53.109,-89.553,-1888.759,0.1317640
1,8,15194,1,OK,0.1591776,0.3905138,-0.2063778,0.8829324,53.123,-89.554,-1888.745,0.1369859
1,8,15197,1,OK,0.1594297,0.3905036,-0.2062855,0.8829130,53.142,-89.554,-1888.807,0.1413458
1,8,15200,1,OK,0.1585460,0.3904231,-0.2067786,0.8829924,53.187,-89.496,-1888.774,0.1189691
1,8,15203,1,OK,0.1586842,0.3901644,-0.2065452,0.8831365,53.262,-89.575,-1888.900,0.1311916
1,8,15206,1,OK,0.1586591,0.3905323,-0.2067789,0.8829237,53.162,-89.472,-1888.744,0.1333775
1,8,15209,1,OK,0.1592215,0.3904670,-0.2063537,0.8829508,53.134,-89.556,-1888.831,0.1222365
1,8,15212,1,OK,0.1588834,0.3904537,-0.2064968,0.8829842,53.114,-89.547,-1888.807,0.1203182
1,8,15215,1,OK,0.1589489,0.3905536,-0.2066006,0.8829039,53.109,-89.496,-1888.754,0.1202692
1,8,15218,1,OK,0.1586066,0.3901045,-0.2066677,0.8831483,53.258,-89.536,-1888.892,0.1187401
1,8,15221,1,OK,0.1590219,0.3905122,-0.2064998,0.8829327,53.210,-89.539,-1888.810,0.1259885
1,8,15224,1,OK,0.1587173,0.3903295,-0.2066965,0.8830222,53.237,-89.502,-1888.841,0.1114998
1,8,15227,1,OK,0.1591016,0.3903950,-0.2064288,0.8829868,53.191,-89.552,-1888.831,0.1210883
1,8,15230,1,OK,0.1587783,0.3902426,-0.2065243,0.8830900,53.184,-89.551,-1888.848,0.1163239
1,8,15233,1,OK,0.1590535,0.3903148,-0.2064082,0.8830357,53.229,-89.574,-1888.883,0.1109704
1,8,15236,1,OK,0.1581753,0.3904883,-0.2069697,0.8829853,53.087,-89.452,-1888.709,0.1216811
